Issue_ID,Student_ID,Book_ID,Issue_Date,Due_Date,Return_Date,Issue_Status,Number_of_Days_Issued,Renew_Count,Fine_Amount,Library_Visit_Frequency,Total_Library_Visits,Reading_Duration_Hours,Preferred_Book_Type,Online_Resource_Usage,Late_Return_Count,Librarian_ID,Library_Shift,Transaction_Mode,Feedback_Rating,Student_Name,Gender,Age,Department,Year_of_Study,Section,Roll_Number,Student_Type,Admission_Year,Semester,CGPA,Attendance_Percentage,Academic_Performance,Scholarship_Status,Hostel_DayScholar,Mobile_Number,Email_ID,City,State,Book_Title,Author_Name,Publisher,Book_Category,ISBN_Number,Book_Edition,Language,Book_Price,Book_Rack_No,Book_Availability,Book_Condition,Damage_Report,Publication_Year,Pages,Binding_Type,Edition_Type,Print_Type,Genre,Country_of_Publication
I3032,S1150,B2140,14-03-2025,28-03-2025,24-03-2025,Returned,27.0,1.0,0.0,7,47.0,20,Programming,No,4,L432,Evening,Offline,2,Student_150,Female,22,ECE,4.0,A,14,Lateral,2022,3,8.83,75,Good,No,DayScholar,9274349138,student150@college.edu,Vijayawada,AP,Book_140,Author_140,Oxford,Science,5383521787.0,4.0,Telugu,710.29,26.0,Yes,Good,,2021.0,489.0,Hardcover,Second,Color,Textbook,UK
I3033,S1047,B2023,05-07-2025,19-07-2025,23-07-2025,Returned,11.0,0.0,30.0,3,65.0,6,Science,No,0,L433,Evening,Offline,3,Student_47,Female,18,ME,1.0,A,79,Lateral,2024,7,6.29,79,Poor,No,DayScholar,9123160320,student47@college.edu,Vijayawada,AP,Book_23,Author_23,Oxford,Electronics,6995891173.0,2.0,English,877.98,36.0,Yes,Good,Major,2023.0,373.0,Hardcover,Revised,Color,Textbook,USA
I3116,S1074,B2023,07-08-2025,21-08-2025,25-08-2025,Returned,22.0,0.0,30.0,6,23.0,14,Civil,Yes,0,L516,Evening,Online,5,Student_74,Female,19,CSE,4.0,B,20,Lateral,2022,7,9.08,93,Average,Yes,DayScholar,9857046188,student74@college.edu,Hyderabad,AP,Book_23,Author_23,Oxford,Electronics,6995891173.0,2.0,English,877.98,36.0,Yes,Good,Major,2023.0,373.0,Hardcover,Revised,Color,Textbook,USA
I3057,S1047,B2137,07-08-2025,21-08-2025,18-08-2025,Returned,12.0,0.0,0.0,2,39.0,10,Mechanical,Yes,1,L457,Morning,Online,3,Student_47,Female,18,ME,1.0,A,79,Lateral,2024,7,6.29,79,Poor,No,DayScholar,9123160320,student47@college.edu,Vijayawada,AP,Book_137,Author_137,Elsevier,Programming,6147565440.0,5.0,English,454.37,50.0,No,Average,Minor,2018.0,139.0,Paperback,Revised,Color,Reference,USA
I3125,S1058,B2137,16-03-2025,30-03-2025,02-04-2025,Returned,23.0,3.0,0.0,8,30.0,17,Science,No,3,L525,Morning,Online,5,Student_58,Male,24,Civil,2.0,C,66,Lateral,2024,4,5.58,95,Good,Yes,DayScholar,9287194929,student58@college.edu,Rajahmundry,AP,Book_137,Author_137,Elsevier,Programming,6147565440.0,5.0,English,454.37,50.0,No,Average,Minor,2018.0,139.0,Paperback,Revised,Color,Reference,USA
I3164,S1071,B2138,06-09-2025,20-09-2025,,Not Returned,30.0,1.0,20.0,3,45.0,15,Electronics,No,3,L564,Morning,Online,2,Student_71,Male,23,ECE,3.0,A,55,Lateral,2024,6,7.98,97,Good,No,Hostel,9349709555,student71@college.edu,Hyderabad,AP,Book_138,Author_138,Elsevier,Programming,7271175562.0,4.0,Telugu,248.93,1.0,No,Average,,2020.0,472.0,Paperback,Revised,Black&White,Reference,India
I3036,S1121,B2138,18-10-2025,01-11-2025,31-10-2025,Returned,8.0,2.0,10.0,4,51.0,11,Programming,Yes,5,L436,Morning,Online,4,Student_121,Male,24,ECE,2.0,C,25,Regular,2022,1,8.76,63,Average,Yes,Hostel,9307254551,student121@college.edu,Hyderabad,AP,Book_138,Author_138,Elsevier,Programming,7271175562.0,4.0,Telugu,248.93,1.0,No,Average,,2020.0,472.0,Paperback,Revised,Black&White,Reference,India
I3081,S1121,B2116,06-06-2025,20-06-2025,24-06-2025,Returned,14.0,1.0,0.0,3,83.0,14,Civil,No,2,L481,Morning,Offline,1,Student_121,Male,24,ECE,2.0,C,25,Regular,2022,1,8.76,63,Average,Yes,Hostel,9307254551,student121@college.edu,Hyderabad,AP,Book_116,Author_116,McGraw Hill,Civil,9620718980.0,1.0,English,492.24,33.0,Yes,Damaged,,2021.0,733.0,Paperback,Revised,Color,Reference,UK
I3123,S1080,B2116,23-05-2025,06-06-2025,02-06-2025,Returned,8.0,3.0,30.0,7,87.0,6,Mechanical,No,3,L523,Evening,Offline,4,Student_80,Female,24,ME,2.0,C,66,Lateral,2021,6,9.08,73,Good,Yes,DayScholar,9117618103,student80@college.edu,Vizag,AP,Book_116,Author_116,McGraw Hill,Civil,9620718980.0,1.0,English,492.24,33.0,Yes,Damaged,,2021.0,733.0,Paperback,Revised,Color,Reference,UK
I3114,S1121,B2019,14-08-2025,28-08-2025,,Not Returned,10.0,1.0,10.0,9,89.0,19,Math,No,3,L514,Morning,Offline,3,Student_121,Male,24,ECE,2.0,C,25,Regular,2022,1,8.76,63,Average,Yes,Hostel,9307254551,student121@college.edu,Hyderabad,AP,Book_19,Author_19,Oxford,Math,3853431395.0,2.0,,683.45,6.0,Yes,Damaged,Major,2019.0,718.0,Paperback,Revised,Color,Textbook,UK
I3074,S1159,B2117,14-08-2025,28-08-2025,28-08-2025,Returned,8.0,0.0,30.0,9,39.0,10,Civil,Yes,3,L474,Evening,Online,1,Student_159,Male,24,ME,1.0,A,36,Lateral,2023,8,8.27,91,Poor,No,Hostel,9804132338,student159@college.edu,Hyderabad,AP,Book_117,Author_117,Oxford,Mechanical,4028992274.0,4.0,Telugu,739.82,36.0,Yes,Good,Minor,2024.0,373.0,Hardcover,First,Color,Reference,USA
I3181,S1159,B2067,09-03-2025,23-03-2025,23-03-2025,Returned,8.0,2.0,30.0,8,33.0,8,Civil,Yes,3,L581,Evening,Online,2,Student_159,Male,24,ME,1.0,A,36,Lateral,2023,8,8.27,91,Poor,No,Hostel,9804132338,student159@college.edu,Hyderabad,AP,Book_67,Author_67,Oxford,Math,3453064736.0,2.0,Hindi,621.08,41.0,Yes,Good,,2020.0,223.0,Paperback,Revised,Black&White,Textbook,India
I3146,S1124,B2067,21-10-2025,04-11-2025,,Not Returned,18.0,1.0,10.0,5,66.0,14,Mechanical,No,2,L546,Morning,Online,1,Student_124,Female,23,ECE,1.0,C,4,Regular,2022,7,9.4,66,Average,Yes,DayScholar,9243552755,student124@college.edu,Hyderabad,AP,Book_67,Author_67,Oxford,Math,3453064736.0,2.0,Hindi,621.08,41.0,Yes,Good,,2020.0,223.0,Paperback,Revised,Black&White,Textbook,India
I3039,S1129,B2105,26-04-2025,10-05-2025,,Not Returned,9.0,3.0,20.0,2,26.0,15,Science,No,0,L439,Evening,Offline,1,Student_129,Male,21,CSE,2.0,B,23,Lateral,2022,5,8.71,99,Average,No,Hostel,9130739273,student129@college.edu,Rajahmundry,AP,Book_105,Author_105,Elsevier,Mechanical,4394861599.0,4.0,Hindi,813.5,47.0,No,Good,,2018.0,710.0,Hardcover,Revised,Black&White,Reference,USA
I3048,S1129,B2045,17-07-2025,31-07-2025,05-08-2025,Returned,28.0,0.0,20.0,7,10.0,4,Electronics,No,1,L448,Evening,Online,3,Student_129,Male,21,CSE,2.0,B,23,Lateral,2022,5,8.71,99,Average,No,Hostel,9130739273,student129@college.edu,Rajahmundry,AP,Book_45,Author_45,Springer,Math,7535588425.0,2.0,English,579.17,9.0,Yes,Good,Major,2019.0,164.0,Paperback,Revised,Black&White,Textbook,UK
I3040,S1079,B2012,08-06-2025,22-06-2025,18-06-2025,Returned,24.0,3.0,10.0,7,82.0,17,Mechanical,No,3,L440,Evening,Offline,3,Student_79,Female,21,Civil,1.0,B,39,Lateral,2023,7,8.26,61,Average,Yes,DayScholar,9858690691,student79@college.edu,Rajahmundry,AP,Book_12,Author_12,Springer,Science,3001809173.0,4.0,Telugu,240.45,17.0,No,Damaged,Major,2018.0,504.0,Hardcover,Second,Color,Textbook,India
I3158,S1079,B2032,10-06-2025,24-06-2025,,Not Returned,13.0,2.0,20.0,9,50.0,12,Math,No,2,L558,Evening,Offline,4,Student_79,Female,21,Civil,1.0,B,39,Lateral,2023,7,8.26,61,Average,Yes,DayScholar,9858690691,student79@college.edu,Rajahmundry,AP,Book_32,Author_32,Elsevier,Electronics,7313003256.0,2.0,Telugu,582.59,46.0,Yes,Good,Major,2018.0,485.0,Hardcover,Revised,Black&White,Reference,India
I3134,S1167,B2098,08-09-2025,22-09-2025,18-09-2025,Returned,24.0,1.0,10.0,4,77.0,1,Civil,Yes,2,L534,Evening,Online,4,Student_167,Male,20,ME,4.0,B,3,Regular,2022,8,6.79,90,Poor,No,Hostel,9850982958,student167@college.edu,Rajahmundry,AP,Book_98,Author_98,McGraw Hill,Math,5211695949.0,3.0,Telugu,848.16,1.0,Yes,Average,,2020.0,228.0,Hardcover,First,Black&White,Textbook,USA
I3063,S1082,B2098,05-08-2025,19-08-2025,22-08-2025,Returned,25.0,1.0,20.0,6,38.0,12,Electronics,No,3,L463,Morning,Offline,3,Student_82,Male,21,ECE,3.0,B,15,Lateral,2021,5,9.1,82,Good,No,DayScholar,9192330411,student82@college.edu,Vizag,AP,Book_98,Author_98,McGraw Hill,Math,5211695949.0,3.0,Telugu,848.16,1.0,Yes,Average,,2020.0,228.0,Hardcover,First,Black&White,Textbook,USA
I3042,S1118,B2022,26-04-2025,10-05-2025,15-05-2025,Returned,10.0,1.0,30.0,8,68.0,10,Electronics,No,3,L442,Morning,Offline,1,Student_118,Male,22,Civil,4.0,A,20,Lateral,2024,8,6.24,92,Poor,Yes,DayScholar,9274516311,student118@college.edu,Rajahmundry,AP,Book_22,Author_22,Springer,Civil,9095104320.0,2.0,Telugu,531.19,35.0,No,Damaged,Major,2022.0,630.0,Paperback,First,Color,Textbook,India
I3093,S1031,B2022,01-07-2025,15-07-2025,,Not Returned,13.0,2.0,30.0,3,15.0,18,Civil,No,3,L493,Morning,Offline,4,Student_31,Female,20,ME,4.0,C,21,Regular,2021,2,8.54,67,Poor,No,Hostel,9822172515,student31@college.edu,Hyderabad,AP,Book_22,Author_22,Springer,Civil,9095104320.0,2.0,Telugu,531.19,35.0,No,Damaged,Major,2022.0,630.0,Paperback,First,Color,Textbook,India
I3043,S1098,B2141,17-07-2025,31-07-2025,30-07-2025,Returned,10.0,2.0,20.0,9,39.0,18,Science,No,1,L443,Evening,Online,3,Student_98,Male,20,Civil,4.0,B,75,Regular,2022,1,7.31,85,Average,No,Hostel,9405675402,student98@college.edu,Vizag,AP,Book_141,Author_141,McGraw Hill,Mechanical,2215052325.0,4.0,Hindi,668.21,20.0,No,Average,,2019.0,559.0,Paperback,Second,Color,Reference,UK
I3055,S1170,B2159,10-01-2025,24-01-2025,20-01-2025,Returned,29.0,3.0,20.0,8,70.0,9,Science,Yes,5,L455,Morning,Online,2,Student_170,Female,21,EEE,3.0,A,62,Regular,2024,5,5.36,66,Average,No,Hostel,9634617674,student170@college.edu,Hyderabad,AP,Book_159,Author_159,Springer,Mechanical,9737291733.0,5.0,English,374.68,44.0,Yes,Average,,2020.0,462.0,Hardcover,First,Black&White,Textbook,UK
I3055,S1170,B2159,10-01-2025,24-01-2025,20-01-2025,Returned,29.0,3.0,20.0,8,70.0,9,Science,Yes,5,L455,Morning,Online,2,Student_170,Female,21,EEE,3.0,A,62,Regular,2024,5,5.36,66,Average,No,Hostel,9634617674,student170@college.edu,Hyderabad,AP,Book_159,Author_159,Springer,Mechanical,9737291733.0,5.0,English,374.68,44.0,Yes,Average,,2020.0,462.0,Hardcover,First,Black&White,Textbook,UK
I3047,S1019,B2059,02-12-2025,16-12-2025,17-12-2025,Returned,18.0,2.0,0.0,9,72.0,9,Electronics,No,5,L447,Morning,Offline,1,Student_19,Female,23,ME,2.0,C,29,Lateral,2022,8,5.22,63,Excellent,No,Hostel,9767810776,student19@college.edu,Vijayawada,AP,Book_59,Author_59,Springer,Science,6181710473.0,5.0,Hindi,627.06,50.0,No,Damaged,,2020.0,786.0,Paperback,Second,Color,Guide,India
I3088,S1019,B2021,22-04-2025,06-05-2025,12-05-2025,Returned,23.0,1.0,20.0,1,81.0,2,Civil,No,1,L488,Evening,Offline,5,Student_19,Female,23,ME,2.0,C,29,Lateral,2022,8,5.22,63,Excellent,No,Hostel,9767810776,student19@college.edu,Vijayawada,AP,Book_21,Author_21,Pearson,Science,9538108318.0,1.0,Telugu,890.68,28.0,No,Damaged,Minor,2018.0,749.0,Hardcover,Revised,Color,Guide,USA
I3182,S1151,B2021,30-09-2025,14-10-2025,20-10-2025,Returned,20.0,1.0,0.0,1,26.0,10,Math,Yes,2,L582,Morning,Offline,4,Student_151,Male,22,EEE,4.0,B,52,Regular,2022,5,6.69,89,Good,No,DayScholar,9286230441,student151@college.edu,Hyderabad,AP,Book_21,Author_21,Pearson,Science,9538108318.0,1.0,Telugu,890.68,28.0,No,Damaged,Minor,2018.0,749.0,Hardcover,Revised,Color,Guide,USA
I3050,S1022,B2037,14-08-2025,28-08-2025,27-08-2025,Returned,29.0,0.0,0.0,2,24.0,12,Science,Yes,4,L450,Evening,Online,2,Student_22,Male,19,Civil,3.0,B,77,Lateral,2024,3,9.3,63,Good,Yes,DayScholar,9413716908,student22@college.edu,Vizag,AP,Book_37,Author_37,Oxford,Science,1606140711.0,2.0,Telugu,920.63,45.0,No,Good,Major,2023.0,304.0,Paperback,First,Black&White,Reference,India
I3131,S1073,B2037,03-08-2025,17-08-2025,23-08-2025,Returned,26.0,0.0,30.0,1,19.0,6,Math,No,2,L531,Morning,Online,3,Student_73,Male,18,EEE,4.0,C,16,Regular,2024,5,6.73,62,Excellent,No,DayScholar,9750999512,student73@college.edu,Rajahmundry,AP,Book_37,Author_37,Oxford,Science,1606140711.0,2.0,Telugu,920.63,45.0,No,Good,Major,2023.0,304.0,Paperback,First,Black&White,Reference,India
I3053,S1080,B2035,19-11-2025,03-12-2025,06-12-2025,Returned,14.0,1.0,10.0,2,89.0,13,Math,Yes,0,L453,Evening,Offline,4,Student_80,Female,24,ME,2.0,C,66,Lateral,2021,6,9.08,73,Good,Yes,DayScholar,9117618103,student80@college.edu,Vizag,AP,Book_35,Author_35,McGraw Hill,Mechanical,5953912048.0,5.0,Hindi,273.35,37.0,No,Good,,2020.0,558.0,Hardcover,Second,Color,Guide,USA
I3138,S1080,B2120,20-02-2025,06-03-2025,,Not Returned,17.0,3.0,0.0,6,45.0,14,Electronics,Yes,4,L538,Evening,Offline,3,Student_80,Female,24,ME,2.0,C,66,Lateral,2021,6,9.08,73,Good,Yes,DayScholar,9117618103,student80@college.edu,Vizag,AP,Book_120,Author_120,Elsevier,Math,1774107871.0,4.0,English,785.02,3.0,Yes,Damaged,,2021.0,632.0,Paperback,Revised,Color,Reference,USA
I3058,S1044,B2148,06-04-2025,20-04-2025,16-04-2025,Returned,21.0,0.0,10.0,4,92.0,1,Math,No,0,L458,Evening,Offline,3,Student_44,Male,18,EEE,4.0,B,56,Lateral,2021,5,7.57,88,Average,Yes,DayScholar,9829528575,student44@college.edu,Vijayawada,AP,Book_148,Author_148,McGraw Hill,Science,6524266508.0,2.0,Hindi,790.19,4.0,Yes,Average,Major,2020.0,369.0,Paperback,Revised,Black&White,Textbook,UK
I3178,S1044,B2086,18-02-2025,04-03-2025,04-03-2025,Returned,22.0,2.0,20.0,2,91.0,14,Science,No,1,L578,Morning,Online,1,Student_44,Male,18,EEE,4.0,B,56,Lateral,2021,5,7.57,88,Average,Yes,DayScholar,9829528575,student44@college.edu,Vijayawada,AP,Book_86,Author_86,Elsevier,Science,2432244638.0,1.0,Telugu,561.73,24.0,Yes,Good,Major,2021.0,797.0,Hardcover,First,Black&White,Guide,USA
I3059,S1149,B2065,29-07-2025,12-08-2025,09-08-2025,Returned,7.0,3.0,10.0,5,35.0,1,Civil,Yes,0,L459,Morning,Online,3,Student_149,Male,22,Civil,3.0,A,49,Lateral,2024,8,6.14,65,Average,No,DayScholar,9518980955,student149@college.edu,Rajahmundry,AP,Book_65,Author_65,Elsevier,Mechanical,9780252713.0,2.0,English,843.79,25.0,No,Average,Minor,2023.0,480.0,Paperback,Revised,Black&White,Textbook,India
I3161,S1061,B2065,15-03-2025,29-03-2025,03-04-2025,Returned,19.0,1.0,0.0,8,61.0,15,Programming,Yes,0,L561,Morning,Online,4,Student_61,Male,18,EEE,1.0,A,12,Lateral,2024,1,9.26,92,Average,Yes,DayScholar,9310793368,student61@college.edu,Vizag,AP,Book_65,Author_65,Elsevier,Mechanical,9780252713.0,2.0,English,843.79,25.0,No,Average,Minor,2023.0,480.0,Paperback,Revised,Black&White,Textbook,India
I3061,S1155,B2079,30-08-2025,13-09-2025,10-09-2025,Returned,22.0,0.0,20.0,6,84.0,11,Electronics,No,0,L461,Evening,Online,5,Student_155,Female,19,ME,1.0,B,62,Lateral,2022,7,8.8,98,Poor,No,Hostel,9973937873,student155@college.edu,Vizag,AP,Book_79,Author_79,McGraw Hill,Programming,8115825382.0,1.0,English,553.44,46.0,No,Damaged,Minor,2021.0,240.0,Hardcover,Second,Color,Guide,UK
I3062,S1068,B2131,20-08-2025,03-09-2025,30-08-2025,Returned,18.0,2.0,0.0,7,32.0,4,Math,Yes,1,L462,Morning,Online,4,Student_68,Male,23,ME,4.0,C,60,Lateral,2021,7,6.14,87,Poor,Yes,Hostel,9376901897,student68@college.edu,Vijayawada,AP,Book_131,Author_131,Oxford,Civil,5183082045.0,4.0,Hindi,247.84,26.0,Yes,Good,Minor,2023.0,583.0,Hardcover,First,Black&White,Reference,India
I3195,S1081,B2131,26-09-2025,10-10-2025,,Not Returned,10.0,2.0,0.0,6,80.0,6,Electronics,Yes,3,L595,Morning,Online,5,Student_81,Female,23,ECE,1.0,B,53,Regular,2022,7,8.31,98,Good,No,DayScholar,9198485068,student81@college.edu,Rajahmundry,AP,Book_131,Author_131,Oxford,Civil,5183082045.0,4.0,Hindi,247.84,26.0,Yes,Good,Minor,2023.0,583.0,Hardcover,First,Black&White,Reference,India
I3064,S1163,B2061,18-12-2025,01-01-2026,02-01-2026,Returned,13.0,1.0,0.0,3,14.0,13,Mechanical,Yes,4,L464,Evening,Offline,2,Student_163,Male,20,Civil,2.0,A,12,Lateral,2022,4,6.7,70,Average,Yes,DayScholar,9790273739,student163@college.edu,Vizag,AP,Book_61,Author_61,Elsevier,Math,7614460540.0,4.0,Hindi,227.62,17.0,No,Damaged,,2023.0,593.0,Paperback,First,Black&White,Guide,UK
I3065,S1085,B2068,19-07-2025,02-08-2025,07-08-2025,Returned,8.0,2.0,0.0,5,16.0,1,Math,No,0,L465,Morning,Offline,5,Student_85,Male,23,ECE,4.0,A,5,Lateral,2022,2,6.0,76,Average,Yes,DayScholar,9537008994,student85@college.edu,Vijayawada,AP,Book_68,Author_68,McGraw Hill,Mechanical,1910786668.0,2.0,Telugu,828.1,48.0,No,Damaged,,2019.0,134.0,Hardcover,First,Black&White,Guide,UK
I3066,S1003,B2118,30-05-2025,13-06-2025,15-06-2025,Returned,9.0,1.0,0.0,5,86.0,10,Math,Yes,2,L466,Evening,Online,4,Student_3,Female,22,ME,4.0,C,67,Lateral,2021,3,6.19,66,Good,Yes,Hostel,9455681335,student3@college.edu,Vijayawada,AP,Book_118,Author_118,McGraw Hill,Electronics,6328989421.0,4.0,English,773.96,10.0,Yes,Good,,2022.0,222.0,Hardcover,Revised,Black&White,Guide,India
I3070,S1066,B2069,24-07-2025,07-08-2025,03-08-2025,Returned,24.0,0.0,20.0,5,43.0,14,Math,Yes,1,L470,Evening,Online,3,Student_66,Male,22,CSE,2.0,C,21,Regular,2024,7,7.42,78,Poor,Yes,Hostel,9837024452,student66@college.edu,Rajahmundry,AP,Book_69,Author_69,Pearson,Science,4600651694.0,5.0,English,992.39,37.0,Yes,Average,Minor,2019.0,444.0,Hardcover,Second,Color,Textbook,India
I3098,S1041,B2069,02-07-2025,16-07-2025,13-07-2025,Returned,9.0,3.0,30.0,10,53.0,16,Science,No,4,L498,Evening,Online,3,Student_41,Male,18,ECE,1.0,C,6,Regular,2021,4,5.13,64,Average,Yes,DayScholar,9187104772,student41@college.edu,Vijayawada,AP,Book_69,Author_69,Pearson,Science,4600651694.0,5.0,English,992.39,37.0,Yes,Average,Minor,2019.0,444.0,Hardcover,Second,Color,Textbook,India
I3133,S1160,B2069,04-06-2025,18-06-2025,,Not Returned,30.0,0.0,20.0,2,47.0,5,Math,Yes,1,L533,Evening,Online,1,Student_160,Female,19,EEE,1.0,B,72,Lateral,2021,5,7.94,60,Excellent,No,DayScholar,9365880277,student160@college.edu,Vijayawada,AP,Book_69,Author_69,Pearson,Science,4600651694.0,5.0,English,992.39,37.0,Yes,Average,Minor,2019.0,444.0,Hardcover,Second,Color,Textbook,India
I3179,S1104,B2047,09-05-2025,23-05-2025,,Not Returned,10.0,3.0,20.0,6,42.0,4,Mechanical,Yes,2,L579,Morning,Online,2,Student_104,Male,20,Civil,4.0,B,12,Lateral,2022,4,6.71,67,Poor,Yes,DayScholar,9338078545,student104@college.edu,Vijayawada,AP,Book_47,Author_47,Oxford,Mechanical,5938669432.0,4.0,English,320.56,49.0,No,Damaged,Major,2018.0,302.0,Paperback,Revised,Color,Reference,India
I3186,S1107,B2047,01-09-2025,15-09-2025,12-09-2025,Returned,25.0,0.0,0.0,5,12.0,14,Science,No,4,L586,Morning,Offline,4,Student_107,Male,19,CSE,1.0,A,14,Lateral,2021,7,9.0,83,Poor,Yes,Hostel,9889200018,student107@college.edu,Vijayawada,AP,Book_47,Author_47,Oxford,Mechanical,5938669432.0,4.0,English,320.56,49.0,No,Damaged,Major,2018.0,302.0,Paperback,Revised,Color,Reference,India
I3089,S1073,B2039,07-03-2025,21-03-2025,21-03-2025,Returned,20.0,0.0,20.0,5,29.0,20,Science,Yes,3,L489,Evening,Offline,1,Student_73,Male,18,EEE,4.0,C,16,Regular,2024,5,6.73,62,Excellent,No,DayScholar,9750999512,student73@college.edu,Rajahmundry,AP,Book_39,Author_39,McGraw Hill,Math,2723314954.0,5.0,Telugu,896.52,13.0,No,Damaged,Minor,2023.0,693.0,Hardcover,Second,Black&White,Textbook,UK
I3080,S1162,B2102,17-10-2025,31-10-2025,04-11-2025,Returned,24.0,1.0,0.0,8,31.0,20,Electronics,Yes,3,L480,Evening,Offline,5,Student_162,Male,18,EEE,1.0,B,36,Lateral,2021,8,7.43,88,Excellent,No,DayScholar,9833828383,student162@college.edu,Vizag,AP,Book_102,Author_102,Elsevier,Programming,4848769713.0,3.0,Hindi,959.1,44.0,Yes,Average,,2023.0,598.0,Paperback,Second,Black&White,Reference,USA
I3083,S1015,B2102,03-04-2025,17-04-2025,14-04-2025,Returned,13.0,1.0,10.0,4,13.0,2,Civil,Yes,3,L483,Evening,Online,2,Student_15,Female,22,ECE,2.0,A,34,Lateral,2023,1,7.03,93,Good,Yes,Hostel,9358607110,student15@college.edu,Vijayawada,AP,Book_102,Author_102,Elsevier,Programming,4848769713.0,3.0,Hindi,959.1,44.0,Yes,Average,,2023.0,598.0,Paperback,Second,Black&White,Reference,USA
I3082,S1171,B2015,08-07-2025,22-07-2025,18-07-2025,Returned,20.0,0.0,0.0,5,39.0,8,Science,No,2,L482,Evening,Offline,2,Student_171,Male,19,EEE,4.0,C,42,Regular,2022,1,9.35,91,Excellent,No,Hostel,9572722116,student171@college.edu,Vizag,AP,Book_15,Author_15,Springer,Science,9325872680.0,2.0,Hindi,866.6,27.0,Yes,Good,,2022.0,606.0,Paperback,Revised,Color,Reference,USA
I3132,S1178,B2015,23-07-2025,06-08-2025,10-08-2025,Returned,29.0,2.0,10.0,8,16.0,16,Science,Yes,4,L532,Morning,Offline,5,Student_178,Male,19,Civil,4.0,A,55,Regular,2021,6,9.38,86,Good,Yes,Hostel,9172369828,student178@college.edu,Vijayawada,AP,Book_15,Author_15,Springer,Science,9325872680.0,2.0,Hindi,866.6,27.0,Yes,Good,,2022.0,606.0,Paperback,Revised,Color,Reference,USA
I3154,S1015,B2083,25-05-2025,08-06-2025,12-06-2025,Returned,27.0,2.0,20.0,10,42.0,8,Science,Yes,5,L554,Evening,Online,1,Student_15,Female,22,ECE,2.0,A,34,Lateral,2023,1,7.03,93,Good,Yes,Hostel,9358607110,student15@college.edu,Vijayawada,AP,Book_83,Author_83,McGraw Hill,Science,2712482556.0,5.0,Telugu,422.87,46.0,Yes,Damaged,Major,2020.0,106.0,Hardcover,First,Color,Textbook,India
I3189,S1144,B2083,27-11-2025,11-12-2025,,Not Returned,8.0,0.0,20.0,3,73.0,6,Science,Yes,4,L589,Evening,Offline,5,Student_144,Male,19,CSE,2.0,A,15,Regular,2021,2,9.34,84,Excellent,No,DayScholar,9266746552,student144@college.edu,Rajahmundry,AP,Book_83,Author_83,McGraw Hill,Science,2712482556.0,5.0,Telugu,422.87,46.0,Yes,Damaged,Major,2020.0,106.0,Hardcover,First,Color,Textbook,India
I3086,S1128,B2076,09-08-2025,23-08-2025,22-08-2025,Returned,19.0,1.0,20.0,5,71.0,11,Science,Yes,3,L486,Morning,Offline,2,Student_128,Female,18,CSE,4.0,B,52,Lateral,2023,4,5.64,79,Poor,No,Hostel,9894960737,student128@college.edu,Hyderabad,AP,Book_76,Author_76,Pearson,Civil,6196262457.0,5.0,English,791.97,49.0,Yes,Good,,2023.0,212.0,Hardcover,Second,Black&White,Guide,USA
I3087,S1152,B2146,29-03-2025,12-04-2025,17-04-2025,Returned,7.0,2.0,30.0,3,16.0,17,Science,Yes,3,L487,Evening,Online,3,Student_152,Female,19,EEE,2.0,B,56,Lateral,2022,7,5.86,88,Good,Yes,Hostel,9719235157,student152@college.edu,Vizag,AP,Book_146,Author_146,Pearson,Mechanical,1326797351.0,1.0,Hindi,665.69,47.0,No,Average,,2023.0,371.0,Paperback,Revised,Color,Guide,India
I3091,S1089,B2080,25-08-2025,08-09-2025,14-09-2025,Returned,11.0,1.0,0.0,3,32.0,7,Science,Yes,3,L491,Evening,Offline,3,Student_89,Male,22,EEE,1.0,A,61,Regular,2022,6,8.65,95,Excellent,No,Hostel,9821120839,student89@college.edu,Rajahmundry,AP,Book_80,Author_80,Oxford,Civil,6381925761.0,2.0,Hindi,918.83,16.0,No,Damaged,Minor,2020.0,251.0,Paperback,Second,Color,Textbook,India
I3147,S1144,B2080,03-07-2025,17-07-2025,,Not Returned,7.0,0.0,0.0,6,16.0,6,Science,Yes,4,L547,Evening,Online,1,Student_144,Male,19,CSE,2.0,A,15,Regular,2021,2,9.34,84,Excellent,No,DayScholar,9266746552,student144@college.edu,Rajahmundry,AP,Book_80,Author_80,Oxford,Civil,6381925761.0,2.0,Hindi,918.83,16.0,No,Damaged,Minor,2020.0,251.0,Paperback,Second,Color,Textbook,India
I3192,S1089,B2150,26-01-2025,09-02-2025,12-02-2025,Returned,30.0,2.0,20.0,3,14.0,17,Civil,No,5,L592,Morning,Offline,2,Student_89,Male,22,EEE,1.0,A,61,Regular,2022,6,8.65,95,Excellent,No,Hostel,9821120839,student89@college.edu,Rajahmundry,AP,Book_150,Author_150,Oxford,Math,7869384197.0,4.0,Hindi,965.29,6.0,No,Average,Major,2018.0,584.0,Paperback,First,Black&White,Reference,India
I3092,S1074,B2043,20-12-2025,03-01-2026,09-01-2026,Returned,17.0,2.0,10.0,8,89.0,14,Math,No,1,L492,Evening,Offline,1,Student_74,Female,19,CSE,4.0,B,20,Lateral,2022,7,9.08,93,Average,Yes,DayScholar,9857046188,student74@college.edu,Hyderabad,AP,Book_43,Author_43,Pearson,Math,7375405499.0,3.0,English,877.76,25.0,No,Good,,2024.0,460.0,Hardcover,Second,Color,Reference,UK
